date,title,link,content
2023.06.28. 오후 7:11,"
			블랙핑크 리사, 명품 비주얼
		",https://n.news.naver.com/mnews/article/421/0006895056?sid=106,"[
 
(서울=뉴스1) 권현진 기자 = 블랙핑크 리사가 28일 오후 서울 종로구 소격동 국제 갤러리에서 진행된 한 명품 브랜드의 컬렉션 75주년 기념 포토월에서 포즈를 취하고 있다. 2023.6.28/뉴스1
			]"
2023.06.29. 오후 5:06,"
			[사진]앞머리 올린 블랙핑크 리사,'불가리 CEO와 함께'
		",https://n.news.naver.com/mnews/article/109/0004879649?sid=106,"[
 
[OSEN=박준형 기자] 28일 오후 서울 종로구 소격동 국제갤러리에서 브랜드 불가리 세르펜티 75주년 기념 포토행사가 진행됐다.블랙핑크 리사가 불가리 CEO 장-크리스토퍼 바뱅과 함께 포즈를 취하고 있다.  2023.06.28  / soul1014@osen.co.kr
]"
2023.06.28. 오후 6:58,"
			블랙핑크 리사, 군살 제로 파격 뒤태
		",https://n.news.naver.com/mnews/article/421/0006895029?sid=106,"[
 
(서울=뉴스1) 권현진 기자 = 블랙핑크 리사가 28일 오후 서울 종로구 소격동 국제 갤러리에서 진행된 한 명품 브랜드의 컬렉션 75주년 기념 포토월에서 포즈를 취하고 있다. 2023.6.28/뉴스1
			]"
2023.06.28. 오후 7:19,"
			블랙핑크 리사, 거짓말처럼 너무 예뻐
		",https://n.news.naver.com/mnews/article/421/0006895075?sid=106,"[
 
(서울=뉴스1) 권현진 기자 = 블랙핑크 리사가 28일 오후 서울 종로구 소격동 국제 갤러리에서 진행된 한 명품 브랜드의 컬렉션 75주년 기념 포토월에서 포즈를 취하고 있다. 2023.6.28/뉴스1
			]"
2023.06.28. 오후 7:17,"
			[포토] 블랙핑크 리사, 볼하트 선물
		",https://n.news.naver.com/mnews/article/009/0005150994?sid=106,"[
 
 그룹 블랙핑크 리사. &lt;강영국 스타투데이 기자&gt;주얼리 브랜드 불가리 세르펜티 75주년 행사가 28일 오후 소격동 국제갤러리에서 열렸다.이날 행사에는 블랙핑크 리사, 마마무 화사, 엔하이픈 니키&amp;정원, 슈퍼주니어 동해, 가수 필릭스, 배우 임지연, 신예은, 이서진, 이상이 등이 참석했다.[강영국 스타투데이 기자]
]"
2023.06.28. 오후 7:26,"
			[포토] 블랙핑크 리사, '예쁨이 가득~'
		",https://n.news.naver.com/mnews/article/015/0004861943?sid=106,"[
 
그룹 블랙핑크 리사가 28일 오후 서울 삼청동 국제갤러리에서 열린 '불가리 세르펜티 75주년, 그 끝없는 이야기' 전시 오픈 행사에 참석해 포토타임을 갖고 있다. 
]"
2023.06.28. 오후 7:27,"
			[포토] 블랙핑크 리사, '매혹적인 눈빛'
		",https://n.news.naver.com/mnews/article/015/0004861945?sid=106,"[
 
그룹 블랙핑크 리사가 28일 오후 서울 삼청동 국제갤러리에서 열린 '불가리 세르펜티 75주년, 그 끝없는 이야기' 전시 오픈 행사에 참석해 포토타임을 갖고 있다. 
]"
2023.06.28. 오후 7:21,"
			[포토] 블랙핑크 리사, 우아한 드레스로
		",https://n.news.naver.com/mnews/article/009/0005150996?sid=106,"[
 
 그룹 블랙핑크 리사. &lt;강영국 스타투데이 기자&gt;주얼리 브랜드 불가리 세르펜티 75주년 행사가 28일 오후 소격동 국제갤러리에서 열렸다.이날 행사에는 블랙핑크 리사, 마마무 화사, 엔하이픈 니키&amp;정원, 슈퍼주니어 동해, 가수 필릭스, 배우 임지연, 신예은, 이서진, 이상이 등이 참석했다.[강영국 스타투데이 기자]
]"
2023.06.28. 오후 7:58,"
			불가리 대표에게 K-하트 전수한 블랙핑크 리사
		",https://n.news.naver.com/mnews/article/421/0006895136?sid=106,"[
 
(서울=뉴스1) 권현진 기자 = 장크리스토프 베인 불가리 대표와 블랙핑크 리사(오른쪽)가 28일 오후 서울 종로구 소격동 국제 갤러리에서 진행된 불가리 컬렉션 75주년 기념 포토월에서 포즈를 취하고 있다. 2023.6.28/뉴스1
			]"
2023.06.28. 오후 7:12,"
			[포토] 블랙핑크 리사, 완벽 옆태
		",https://n.news.naver.com/mnews/article/241/0003284777?sid=106,"[
 
그룹 블랙핑크 리사가 28일 오후 서울 종로구 삼청동 국제갤러리 K3관에서 진행된 '불가리 세르펜티 75주년, 그 끝없는 이야기' 전시 기념 포토월 행사에 참석해 포즈를 취하고 있다.서병수 기자 qudtn@edaily.co.kr /2023.06.28/
			]"
2023.06.28. 오후 7:07,"
			[포토] 블랙핑크 리사, 백장미처럼 화사하게
		",https://n.news.naver.com/mnews/article/009/0005150986?sid=106,"[
 
 그룹 블랙핑크 리사. &lt;강영국 스타투데이 기자&gt;주얼리 브랜드 불가리 세르펜티 75주년 행사가 28일 오후 소격동 국제갤러리에서 열렸다.이날 행사에는 블랙핑크 리사, 마마무 화사, 엔하이픈 니키&amp;정원, 슈퍼주니어 동해, 가수 필릭스, 배우 임지연, 신예은, 이서진, 이상이 등이 참석했다.[강영국 스타투데이 기자]
]"
2023.06.28. 오후 7:25,"
			[포토] 블랙핑크 리사, '돋보이는 아름다움'
		",https://n.news.naver.com/mnews/article/015/0004861942?sid=106,"[
 
그룹 블랙핑크 리사가 28일 오후 서울 삼청동 국제갤러리에서 열린 '불가리 세르펜티 75주년, 그 끝없는 이야기' 전시 오픈 행사에 참석해 포토타임을 갖고 있다. 
]"
